query,title,price,currency,condition,seller,url,marketplace,win_min,win_max
RTX 5060,ZOTAC RTX 5060 Ti 16GB + Corsair CX-750W | Festpreis Nur Abholung,600.00,EUR,Gebraucht,vlbl87,https://www.ebay.de/itm/158275474980?_skw=RTX+5060+16GB&hash=item24d9f41624:g:5gsAAeSwWEVqoZed,EBAY_DE,507.992,1001.25
RTX 5060,"GIGABYTE GeForce RTX 5060 Ti WINDFORCE OC 16G Grafikkarte – 16 GB GDDR7, 128 Bit",670.00,EUR,Gebraucht,theego1844,https://www.ebay.de/itm/137648444558?_skw=RTX+5060+16GB&hash=item200c7c948e:g:tZMAAeSwie9qiNLl,EBAY_DE,507.992,1001.25
RTX 5060,Nvidia RTX 5060 Ti Python III 16GB GPU/Grafikkarte - Gainward,793.00,EUR,Gebraucht,joshleonsan,https://www.ebay.de/itm/278365284680?_skw=RTX+5060+16GB&hash=item40cfdd2948:g:VawAAeSw1qtqpC4b,EBAY_DE,507.992,1001.25
