query,title,price,currency,condition,seller,url,marketplace,win_min,win_max
AMD Ryzen AI Max 395 (Strix Halo),ASUS ROG Flow Z13 AMD Ryzen AI MAX+ 395 | 32GB RAM | 1TB SSD | Wie Neu,2220.00,EUR,Gebraucht,horsebox-2013,https://www.ebay.de/itm/267791265032?_skw=Ryzen+AI+Max+395&hash=item3e599a6d08:g:rfsAAeSwEu1qsLNX,EBAY_DE,1869.596,4062.9262499999995
AMD Ryzen AI Max 395 (Strix Halo),Bosgame M5 - Ryzen AI Max+ 395 | 128 GB RAM | 2 TB SSD | AMD Strix Halo AI,2900.00,EUR,Gebraucht,devlor07,https://www.ebay.de/itm/327370759781?_skw=Ryzen+AI+Max+395&hash=item4c38d15e65:g:S8oAAeSwrYtqs6y0,EBAY_DE,1869.596,4062.9262499999995
AMD Ryzen AI Max 395 (Strix Halo),Beelink GTR9 Pro – Ryzen AI Max+ 395 | 128 GB RAM | 2 TB SSD | AMD Strix Halo AI,3099.00,EUR,Gebraucht,simkorn,https://www.ebay.de/itm/168693501175?_skw=Ryzen+AI+Max+395&hash=item2746ea8cf7:g:PX0AAeSw25hqoSsN,EBAY_DE,1869.596,4062.9262499999995
AMD Ryzen AI Max 395 (Strix Halo),ASUS ROG Flow Z13 (2025) - 128GB RAM 2TB AMD Ryzen 7 AI Max Pro 395 Strix Halo,4050.00,EUR,Gebraucht,hoerne123,https://www.ebay.de/itm/298687823118?_skw=Ryzen+AI+Max+395&hash=item458b2e7d0e:g:-18AAeSw1~lqfqrn,EBAY_DE,1869.596,4062.9262499999995
